timestamp,can_id_hex,can_id_dec,signal_name,value,unit,status,dtc,raw_data_hex
2026-05-21 15:09:06.321,0x102,258,temp_c,20,C,OK,,3C 00 00 00 00 00 00 00
2026-05-21 15:09:06.322,0x200,512,accel_x_g,0.263,g,OK,,01 07 00 00 35 DE 00 00
2026-05-21 15:09:06.322,0x200,512,accel_y_g,0.0,g,OK,,01 07 00 00 35 DE 00 00
2026-05-21 15:09:06.322,0x200,512,voltage_v,13.79,V,OK,,01 07 00 00 35 DE 00 00
2026-05-21 15:09:06.420,0x100,256,speed_kph,2.0,km/h,OK,,00 14 00 00 00 00 AA AA
2026-05-21 15:09:06.421,0x101,257,rpm,861.75,rpm,OK,,0D 77 00 00 00 00 00 00
2026-05-21 15:09:06.422,0x102,258,temp_c,20,C,OK,,3C 00 00 00 00 00 00 00
2026-05-21 15:09:06.422,0x200,512,accel_x_g,0.252,g,OK,,00 FC 00 00 36 10 00 00
2026-05-21 15:09:06.422,0x200,512,accel_y_g,0.0,g,OK,,00 FC 00 00 36 10 00 00
2026-05-21 15:09:06.422,0x200,512,voltage_v,13.84,V,OK,,00 FC 00 00 36 10 00 00
2026-05-21 15:09:06.521,0x100,256,speed_kph,2.2,km/h,OK,,00 16 00 00 00 00 AA AA
2026-05-21 15:09:06.521,0x101,257,rpm,818.25,rpm,OK,,0C C9 00 00 00 00 00 00
2026-05-21 15:09:06.522,0x102,258,temp_c,20,C,OK,,3C 00 00 00 00 00 00 00
2026-05-21 15:09:06.523,0x200,512,accel_x_g,0.26,g,OK,,01 04 FF FA 36 1E 00 00
2026-05-21 15:09:06.523,0x200,512,accel_y_g,-0.006,g,OK,,01 04 FF FA 36 1E 00 00
2026-05-21 15:09:06.523,0x200,512,voltage_v,13.854,V,OK,,01 04 FF FA 36 1E 00 00
2026-05-21 15:09:06.621,0x100,256,speed_kph,2.5,km/h,OK,,00 19 00 00 00 00 AA AA
2026-05-21 15:09:06.621,0x101,257,rpm,855.25,rpm,OK,,0D 5D 00 00 00 00 00 00
2026-05-21 15:09:06.623,0x102,258,temp_c,20,C,OK,,3C 00 00 00 00 00 00 00
2026-05-21 15:09:06.623,0x200,512,accel_x_g,0.262,g,OK,,01 06 FF FC 36 06 00 00
2026-05-21 15:09:06.623,0x200,512,accel_y_g,-0.004,g,OK,,01 06 FF FC 36 06 00 00
2026-05-21 15:09:06.623,0x200,512,voltage_v,13.83,V,OK,,01 06 FF FC 36 06 00 00
2026-05-21 15:09:06.624,0x7ff,2047,heartbeat_count,1,count,OK,,00 00 00 01 00 00 00 00
2026-05-21 15:09:06.722,0x100,256,speed_kph,2.7,km/h,OK,,00 1B 00 00 00 00 AA AA
2026-05-21 15:09:06.722,0x101,257,rpm,857.5,rpm,OK,,0D 66 00 00 00 00 00 00
2026-05-21 15:09:06.723,0x102,258,temp_c,20,C,OK,,3C 00 00 00 00 00 00 00
2026-05-21 15:09:06.723,0x200,512,accel_x_g,0.248,g,OK,,00 F8 FF FF 35 F1 00 00
2026-05-21 15:09:06.723,0x200,512,accel_y_g,-0.001,g,OK,,00 F8 FF FF 35 F1 00 00
2026-05-21 15:09:06.723,0x200,512,voltage_v,13.809,V,OK,,00 F8 FF FF 35 F1 00 00
2026-05-21 15:09:06.822,0x100,256,speed_kph,3.0,km/h,OK,,00 1E 00 00 00 00 AA AA
2026-05-21 15:09:06.822,0x101,257,rpm,880.0,rpm,OK,,0D C0 00 00 00 00 00 00
2026-05-21 15:09:06.823,0x102,258,temp_c,20,C,OK,,3C 00 00 00 00 00 00 00
2026-05-21 15:09:06.823,0x200,512,accel_x_g,0.25,g,OK,,00 FA 00 00 35 E5 00 00
2026-05-21 15:09:06.823,0x200,512,accel_y_g,0.0,g,OK,,00 FA 00 00 35 E5 00 00
2026-05-21 15:09:06.823,0x200,512,voltage_v,13.797,V,OK,,00 FA 00 00 35 E5 00 00
2026-05-21 15:09:06.922,0x100,256,speed_kph,3.2,km/h,OK,,00 20 00 00 00 00 AA AA
2026-05-21 15:09:06.922,0x101,257,rpm,943.0,rpm,OK,,0E BC 00 00 00 00 00 00
2026-05-21 15:09:06.923,0x102,258,temp_c,20,C,OK,,3C 00 00 00 00 00 00 00
2026-05-21 15:09:06.924,0x200,512,accel_x_g,0.259,g,OK,,01 03 FF FD 35 EB 00 00
2026-05-21 15:09:06.924,0x200,512,accel_y_g,-0.003,g,OK,,01 03 FF FD 35 EB 00 00
2026-05-21 15:09:06.924,0x200,512,voltage_v,13.803,V,OK,,01 03 FF FD 35 EB 00 00
2026-05-21 15:09:07.022,0x100,256,speed_kph,3.5,km/h,OK,,00 23 00 00 00 00 AA AA
2026-05-21 15:09:07.022,0x101,257,rpm,945.75,rpm,OK,,0E C7 00 00 00 00 00 00
2026-05-21 15:09:07.024,0x102,258,temp_c,20,C,OK,,3C 00 00 00 00 00 00 00
2026-05-21 15:09:07.024,0x200,512,accel_x_g,0.252,g,OK,,00 FC 00 00 36 04 00 00
2026-05-21 15:09:07.024,0x200,512,accel_y_g,0.0,g,OK,,00 FC 00 00 36 04 00 00
2026-05-21 15:09:07.024,0x200,512,voltage_v,13.828,V,OK,,00 FC 00 00 36 04 00 00
2026-05-21 15:09:07.123,0x100,256,speed_kph,3.7,km/h,OK,,00 25 00 00 00 00 AA AA
2026-05-21 15:09:07.123,0x101,257,rpm,928.5,rpm,OK,,0E 82 00 00 00 00 00 00
2026-05-21 15:09:07.124,0x102,258,temp_c,20,C,OK,,3C 00 00 00 00 00 00 00
2026-05-21 15:09:07.124,0x200,512,accel_x_g,0.255,g,OK,,00 FF 00 00 35 CB 00 00
2026-05-21 15:09:07.124,0x200,512,accel_y_g,0.0,g,OK,,00 FF 00 00 35 CB 00 00
2026-05-21 15:09:07.124,0x200,512,voltage_v,13.771,V,OK,,00 FF 00 00 35 CB 00 00
2026-05-21 15:09:07.223,0x100,256,speed_kph,4.0,km/h,OK,,00 28 00 00 00 00 AA AA
2026-05-21 15:09:07.223,0x101,257,rpm,955.75,rpm,OK,,0E EF 00 00 00 00 00 00
2026-05-21 15:09:07.225,0x102,258,temp_c,20,C,OK,,3C 00 00 00 00 00 00 00
2026-05-21 15:09:07.225,0x200,512,accel_x_g,0.253,g,OK,,00 FD 00 02 35 FB 00 00
2026-05-21 15:09:07.225,0x200,512,accel_y_g,0.002,g,OK,,00 FD 00 02 35 FB 00 00
2026-05-21 15:09:07.225,0x200,512,voltage_v,13.819,V,OK,,00 FD 00 02 35 FB 00 00
2026-05-21 15:09:07.323,0x100,256,speed_kph,4.2,km/h,OK,,00 2A 00 00 00 00 AA AA
2026-05-21 15:09:07.324,0x101,257,rpm,900.5,rpm,OK,,0E 12 00 00 00 00 00 00
2026-05-21 15:09:07.325,0x102,258,temp_c,20,C,OK,,3C 00 00 00 00 00 00 00
2026-05-21 15:09:07.325,0x200,512,accel_x_g,0.256,g,OK,,01 00 FF FD 35 D6 00 00
2026-05-21 15:09:07.325,0x200,512,accel_y_g,-0.003,g,OK,,01 00 FF FD 35 D6 00 00
2026-05-21 15:09:07.325,0x200,512,voltage_v,13.782,V,OK,,01 00 FF FD 35 D6 00 00
2026-05-21 15:09:07.424,0x100,256,speed_kph,4.5,km/h,OK,,00 2D 00 00 00 00 AA AA
2026-05-21 15:09:07.424,0x101,257,rpm,947.5,rpm,OK,,0E CE 00 00 00 00 00 00
2026-05-21 15:09:07.425,0x102,258,temp_c,20,C,OK,,3C 00 00 00 00 00 00 00
2026-05-21 15:09:07.426,0x200,512,accel_x_g,0.258,g,OK,,01 02 FF FF 35 DD 00 00
2026-05-21 15:09:07.426,0x200,512,accel_y_g,-0.001,g,OK,,01 02 FF FF 35 DD 00 00
2026-05-21 15:09:07.426,0x200,512,voltage_v,13.789,V,OK,,01 02 FF FF 35 DD 00 00
2026-05-21 15:09:07.524,0x100,256,speed_kph,4.7,km/h,OK,,00 2F 00 00 00 00 AA AA
2026-05-21 15:09:07.524,0x101,257,rpm,893.0,rpm,OK,,0D F4 00 00 00 00 00 00
2026-05-21 15:09:07.526,0x102,258,temp_c,20,C,OK,,3C 00 00 00 00 00 00 00
2026-05-21 15:09:07.526,0x200,512,accel_x_g,0.256,g,OK,,01 00 FF FF 36 0F 00 00
2026-05-21 15:09:07.526,0x200,512,accel_y_g,-0.001,g,OK,,01 00 FF FF 36 0F 00 00
2026-05-21 15:09:07.526,0x200,512,voltage_v,13.839,V,OK,,01 00 FF FF 36 0F 00 00
2026-05-21 15:09:07.624,0x100,256,speed_kph,5.0,km/h,OK,,00 32 00 00 00 00 AA AA
2026-05-21 15:09:07.625,0x101,257,rpm,995.25,rpm,OK,,0F 8D 00 00 00 00 00 00
2026-05-21 15:09:07.626,0x102,258,temp_c,21,C,OK,,3D 00 00 00 00 00 00 00
2026-05-21 15:09:07.626,0x200,512,accel_x_g,0.255,g,OK,,00 FF FF FE 35 D1 00 00
2026-05-21 15:09:07.626,0x200,512,accel_y_g,-0.002,g,OK,,00 FF FF FE 35 D1 00 00
2026-05-21 15:09:07.626,0x200,512,voltage_v,13.777,V,OK,,00 FF FF FE 35 D1 00 00
2026-05-21 15:09:07.628,0x7ff,2047,heartbeat_count,2,count,OK,,00 00 00 02 00 00 00 00
2026-05-21 15:09:07.725,0x100,256,speed_kph,5.2,km/h,OK,,00 34 00 00 00 00 AA AA
2026-05-21 15:09:07.726,0x101,257,rpm,944.0,rpm,OK,,0E C0 00 00 00 00 00 00
2026-05-21 15:09:07.727,0x102,258,temp_c,21,C,OK,,3D 00 00 00 00 00 00 00
2026-05-21 15:09:07.727,0x200,512,accel_x_g,0.253,g,OK,,00 FD 00 05 36 00 00 00
2026-05-21 15:09:07.727,0x200,512,accel_y_g,0.005,g,OK,,00 FD 00 05 36 00 00 00
2026-05-21 15:09:07.727,0x200,512,voltage_v,13.824,V,OK,,00 FD 00 05 36 00 00 00
2026-05-21 15:09:07.825,0x100,256,speed_kph,5.5,km/h,OK,,00 37 00 00 00 00 AA AA
2026-05-21 15:09:07.825,0x101,257,rpm,952.25,rpm,OK,,0E E1 00 00 00 00 00 00
2026-05-21 15:09:07.827,0x102,258,temp_c,21,C,OK,,3D 00 00 00 00 00 00 00
2026-05-21 15:09:07.827,0x200,512,accel_x_g,0.255,g,OK,,00 FF 00 01 35 C5 00 00
2026-05-21 15:09:07.827,0x200,512,accel_y_g,0.001,g,OK,,00 FF 00 01 35 C5 00 00
2026-05-21 15:09:07.827,0x200,512,voltage_v,13.765,V,OK,,00 FF 00 01 35 C5 00 00
2026-05-21 15:09:07.926,0x100,256,speed_kph,5.7,km/h,OK,,00 39 00 00 00 00 AA AA
2026-05-21 15:09:07.926,0x101,257,rpm,947.25,rpm,OK,,0E CD 00 00 00 00 00 00
2026-05-21 15:09:07.927,0x102,258,temp_c,21,C,OK,,3D 00 00 00 00 00 00 00
2026-05-21 15:09:07.927,0x200,512,accel_x_g,0.26,g,OK,,01 04 00 00 35 92 00 00
2026-05-21 15:09:07.927,0x200,512,accel_y_g,0.0,g,OK,,01 04 00 00 35 92 00 00
2026-05-21 15:09:07.927,0x200,512,voltage_v,13.714,V,OK,,01 04 00 00 35 92 00 00
2026-05-21 15:09:08.026,0x100,256,speed_kph,6.0,km/h,OK,,00 3C 00 00 00 00 AA AA
2026-05-21 15:09:08.027,0x101,257,rpm,936.25,rpm,OK,,0E A1 00 00 00 00 00 00
2026-05-21 15:09:08.027,0x102,258,temp_c,21,C,OK,,3D 00 00 00 00 00 00 00
2026-05-21 15:09:08.028,0x200,512,accel_x_g,0.254,g,OK,,00 FE 00 00 35 DA 00 00
2026-05-21 15:09:08.028,0x200,512,accel_y_g,0.0,g,OK,,00 FE 00 00 35 DA 00 00
2026-05-21 15:09:08.028,0x200,512,voltage_v,13.786,V,OK,,00 FE 00 00 35 DA 00 00
2026-05-21 15:09:08.126,0x100,256,speed_kph,6.2,km/h,OK,,00 3E 00 00 00 00 AA AA
2026-05-21 15:09:08.127,0x101,257,rpm,1019.0,rpm,OK,,0F EC 00 00 00 00 00 00
2026-05-21 15:09:08.128,0x102,258,temp_c,21,C,OK,,3D 00 00 00 00 00 00 00
2026-05-21 15:09:08.128,0x200,512,accel_x_g,0.25,g,OK,,00 FA 00 04 35 D1 00 00
2026-05-21 15:09:08.128,0x200,512,accel_y_g,0.004,g,OK,,00 FA 00 04 35 D1 00 00
2026-05-21 15:09:08.128,0x200,512,voltage_v,13.777,V,OK,,00 FA 00 04 35 D1 00 00
2026-05-21 15:09:08.226,0x100,256,speed_kph,6.5,km/h,OK,,00 41 00 00 00 00 AA AA
2026-05-21 15:09:08.227,0x101,257,rpm,1005.25,rpm,OK,,0F B5 00 00 00 00 00 00
2026-05-21 15:09:08.228,0x102,258,temp_c,21,C,OK,,3D 00 00 00 00 00 00 00
2026-05-21 15:09:08.228,0x200,512,accel_x_g,0.259,g,OK,,01 03 00 00 36 14 00 00
2026-05-21 15:09:08.228,0x200,512,accel_y_g,0.0,g,OK,,01 03 00 00 36 14 00 00
2026-05-21 15:09:08.228,0x200,512,voltage_v,13.844,V,OK,,01 03 00 00 36 14 00 00
2026-05-21 15:09:08.327,0x100,256,speed_kph,6.7,km/h,OK,,00 43 00 00 00 00 AA AA
2026-05-21 15:09:08.327,0x101,257,rpm,958.75,rpm,OK,,0E FB 00 00 00 00 00 00
2026-05-21 15:09:08.328,0x102,258,temp_c,21,C,OK,,3D 00 00 00 00 00 00 00
2026-05-21 15:09:08.328,0x200,512,accel_x_g,0.252,g,OK,,00 FC 00 00 36 75 00 00
2026-05-21 15:09:08.328,0x200,512,accel_y_g,0.0,g,OK,,00 FC 00 00 36 75 00 00
2026-05-21 15:09:08.328,0x200,512,voltage_v,13.941,V,OK,,00 FC 00 00 36 75 00 00
2026-05-21 15:09:08.427,0x100,256,speed_kph,7.0,km/h,OK,,00 46 00 00 00 00 AA AA
2026-05-21 15:09:08.428,0x101,257,rpm,977.75,rpm,OK,,0F 47 00 00 00 00 00 00
2026-05-21 15:09:08.429,0x102,258,temp_c,21,C,OK,,3D 00 00 00 00 00 00 00
2026-05-21 15:09:08.429,0x200,512,accel_x_g,0.256,g,OK,,01 00 FF FA 35 93 00 00
2026-05-21 15:09:08.429,0x200,512,accel_y_g,-0.006,g,OK,,01 00 FF FA 35 93 00 00
2026-05-21 15:09:08.429,0x200,512,voltage_v,13.715,V,OK,,01 00 FF FA 35 93 00 00
2026-05-21 15:09:08.527,0x100,256,speed_kph,7.2,km/h,OK,,00 48 00 00 00 00 AA AA
2026-05-21 15:09:08.528,0x101,257,rpm,979.25,rpm,OK,,0F 4D 00 00 00 00 00 00
2026-05-21 15:09:08.529,0x102,258,temp_c,21,C,OK,,3D 00 00 00 00 00 00 00
2026-05-21 15:09:08.529,0x200,512,accel_x_g,0.253,g,OK,,00 FD 00 00 35 A9 00 00
2026-05-21 15:09:08.529,0x200,512,accel_y_g,0.0,g,OK,,00 FD 00 00 35 A9 00 00
2026-05-21 15:09:08.529,0x200,512,voltage_v,13.737,V,OK,,00 FD 00 00 35 A9 00 00
2026-05-21 15:09:08.628,0x100,256,speed_kph,7.5,km/h,OK,,00 4B 00 00 00 00 AA AA
2026-05-21 15:09:08.628,0x101,257,rpm,1027.5,rpm,OK,,10 0E 00 00 00 00 00 00
2026-05-21 15:09:08.629,0x102,258,temp_c,21,C,OK,,3D 00 00 00 00 00 00 00
2026-05-21 15:09:08.630,0x200,512,accel_x_g,0.257,g,OK,,01 01 FF FF 35 D9 00 00
2026-05-21 15:09:08.630,0x200,512,accel_y_g,-0.001,g,OK,,01 01 FF FF 35 D9 00 00
2026-05-21 15:09:08.630,0x200,512,voltage_v,13.785,V,OK,,01 01 FF FF 35 D9 00 00
2026-05-21 15:09:08.631,0x7ff,2047,heartbeat_count,3,count,OK,,00 00 00 03 00 00 00 00
2026-05-21 15:09:08.728,0x100,256,speed_kph,7.7,km/h,OK,,00 4D 00 00 00 00 AA AA
2026-05-21 15:09:08.728,0x101,257,rpm,1067.75,rpm,OK,,10 AF 00 00 00 00 00 00
2026-05-21 15:09:08.730,0x102,258,temp_c,21,C,OK,,3D 00 00 00 00 00 00 00
2026-05-21 15:09:08.730,0x200,512,accel_x_g,0.256,g,OK,,01 00 FF FD 35 D2 00 00
2026-05-21 15:09:08.730,0x200,512,accel_y_g,-0.003,g,OK,,01 00 FF FD 35 D2 00 00
2026-05-21 15:09:08.730,0x200,512,voltage_v,13.778,V,OK,,01 00 FF FD 35 D2 00 00
2026-05-21 15:09:08.828,0x100,256,speed_kph,8.0,km/h,OK,,00 50 00 00 00 00 AA AA
2026-05-21 15:09:08.829,0x101,257,rpm,1076.25,rpm,OK,,10 D1 00 00 00 00 00 00
2026-05-21 15:09:08.830,0x102,258,temp_c,21,C,OK,,3D 00 00 00 00 00 00 00
2026-05-21 15:09:08.830,0x200,512,accel_x_g,0.259,g,OK,,01 03 FF FC 36 29 00 00
2026-05-21 15:09:08.830,0x200,512,accel_y_g,-0.004,g,OK,,01 03 FF FC 36 29 00 00
2026-05-21 15:09:08.830,0x200,512,voltage_v,13.865,V,OK,,01 03 FF FC 36 29 00 00
2026-05-21 15:09:08.929,0x100,256,speed_kph,8.2,km/h,OK,,00 52 00 00 00 00 AA AA
2026-05-21 15:09:08.929,0x101,257,rpm,1022.75,rpm,OK,,0F FB 00 00 00 00 00 00
2026-05-21 15:09:08.930,0x102,258,temp_c,21,C,OK,,3D 00 00 00 00 00 00 00
2026-05-21 15:09:08.930,0x200,512,accel_x_g,0.262,g,OK,,01 06 00 00 35 D6 00 00
2026-05-21 15:09:08.930,0x200,512,accel_y_g,0.0,g,OK,,01 06 00 00 35 D6 00 00
2026-05-21 15:09:08.930,0x200,512,voltage_v,13.782,V,OK,,01 06 00 00 35 D6 00 00
2026-05-21 15:09:09.029,0x100,256,speed_kph,8.5,km/h,OK,,00 55 00 00 00 00 AA AA
2026-05-21 15:09:09.030,0x101,257,rpm,1087.25,rpm,OK,,10 FD 00 00 00 00 00 00
2026-05-21 15:09:09.030,0x102,258,temp_c,21,C,OK,,3D 00 00 00 00 00 00 00
2026-05-21 15:09:09.031,0x200,512,accel_x_g,0.255,g,OK,,00 FF 00 00 35 C6 00 00
2026-05-21 15:09:09.031,0x200,512,accel_y_g,0.0,g,OK,,00 FF 00 00 35 C6 00 00
2026-05-21 15:09:09.031,0x200,512,voltage_v,13.766,V,OK,,00 FF 00 00 35 C6 00 00
2026-05-21 15:09:09.129,0x100,256,speed_kph,8.7,km/h,OK,,00 57 00 00 00 00 AA AA
2026-05-21 15:09:09.130,0x101,257,rpm,1053.25,rpm,OK,,10 75 00 00 00 00 00 00
2026-05-21 15:09:09.131,0x102,258,temp_c,21,C,OK,,3D 00 00 00 00 00 00 00
2026-05-21 15:09:09.131,0x200,512,accel_x_g,0.253,g,OK,,00 FD 00 01 35 F2 00 00
2026-05-21 15:09:09.131,0x200,512,accel_y_g,0.001,g,OK,,00 FD 00 01 35 F2 00 00
2026-05-21 15:09:09.131,0x200,512,voltage_v,13.81,V,OK,,00 FD 00 01 35 F2 00 00
2026-05-21 15:09:09.230,0x100,256,speed_kph,9.0,km/h,OK,,00 5A 00 00 00 00 AA AA
2026-05-21 15:09:09.230,0x101,257,rpm,1048.25,rpm,OK,,10 61 00 00 00 00 00 00
2026-05-21 15:09:09.231,0x102,258,temp_c,21,C,OK,,3D 00 00 00 00 00 00 00
2026-05-21 15:09:09.231,0x200,512,accel_x_g,0.253,g,OK,,00 FD 00 00 35 F0 00 00
2026-05-21 15:09:09.231,0x200,512,accel_y_g,0.0,g,OK,,00 FD 00 00 35 F0 00 00
2026-05-21 15:09:09.231,0x200,512,voltage_v,13.808,V,OK,,00 FD 00 00 35 F0 00 00
2026-05-21 15:09:09.330,0x100,256,speed_kph,9.2,km/h,OK,,00 5C 00 00 00 00 AA AA
2026-05-21 15:09:09.330,0x101,257,rpm,1111.75,rpm,OK,,11 5F 00 00 00 00 00 00
2026-05-21 15:09:09.331,0x102,258,temp_c,21,C,OK,,3D 00 00 00 00 00 00 00
2026-05-21 15:09:09.332,0x200,512,accel_x_g,0.257,g,OK,,01 01 FF FF 35 C4 00 00
2026-05-21 15:09:09.332,0x200,512,accel_y_g,-0.001,g,OK,,01 01 FF FF 35 C4 00 00
2026-05-21 15:09:09.332,0x200,512,voltage_v,13.764,V,OK,,01 01 FF FF 35 C4 00 00
2026-05-21 15:09:09.430,0x100,256,speed_kph,9.5,km/h,OK,,00 5F 00 00 00 00 AA AA
2026-05-21 15:09:09.430,0x101,257,rpm,1099.75,rpm,OK,,11 2F 00 00 00 00 00 00
2026-05-21 15:09:09.432,0x102,258,temp_c,21,C,OK,,3D 00 00 00 00 00 00 00
2026-05-21 15:09:09.432,0x200,512,accel_x_g,0.249,g,OK,,00 F9 00 00 35 CD 00 00
2026-05-21 15:09:09.432,0x200,512,accel_y_g,0.0,g,OK,,00 F9 00 00 35 CD 00 00
2026-05-21 15:09:09.432,0x200,512,voltage_v,13.773,V,OK,,00 F9 00 00 35 CD 00 00
2026-05-21 15:09:09.531,0x100,256,speed_kph,9.7,km/h,OK,,00 61 00 00 00 00 AA AA
2026-05-21 15:09:09.531,0x101,257,rpm,1083.0,rpm,OK,,10 EC 00 00 00 00 00 00
2026-05-21 15:09:09.532,0x102,258,temp_c,21,C,OK,,3D 00 00 00 00 00 00 00
2026-05-21 15:09:09.532,0x200,512,accel_x_g,0.253,g,OK,,00 FD 00 00 35 FA 00 00
2026-05-21 15:09:09.532,0x200,512,accel_y_g,0.0,g,OK,,00 FD 00 00 35 FA 00 00
2026-05-21 15:09:09.532,0x200,512,voltage_v,13.818,V,OK,,00 FD 00 00 35 FA 00 00
2026-05-21 15:09:09.631,0x100,256,speed_kph,10.0,km/h,OK,,00 64 00 00 00 00 AA AA
2026-05-21 15:09:09.631,0x101,257,rpm,1108.25,rpm,OK,,11 51 00 00 00 00 00 00
2026-05-21 15:09:09.632,0x102,258,temp_c,22,C,OK,,3E 00 00 00 00 00 00 00
2026-05-21 15:09:09.633,0x200,512,accel_x_g,0.256,g,OK,,01 00 00 00 36 29 00 00
2026-05-21 15:09:09.633,0x200,512,accel_y_g,0.0,g,OK,,01 00 00 00 36 29 00 00
2026-05-21 15:09:09.633,0x200,512,voltage_v,13.865,V,OK,,01 00 00 00 36 29 00 00
2026-05-21 15:09:09.635,0x7ff,2047,heartbeat_count,4,count,OK,,00 00 00 04 00 00 00 00
2026-05-21 15:09:09.731,0x100,256,speed_kph,10.2,km/h,OK,,00 66 00 00 00 00 AA AA
2026-05-21 15:09:09.731,0x101,257,rpm,1076.5,rpm,OK,,10 D2 00 00 00 00 00 00
2026-05-21 15:09:09.733,0x102,258,temp_c,22,C,OK,,3E 00 00 00 00 00 00 00
2026-05-21 15:09:09.733,0x200,512,accel_x_g,0.246,g,OK,,00 F6 FF FF 35 AC 00 00
2026-05-21 15:09:09.733,0x200,512,accel_y_g,-0.001,g,OK,,00 F6 FF FF 35 AC 00 00
2026-05-21 15:09:09.733,0x200,512,voltage_v,13.74,V,OK,,00 F6 FF FF 35 AC 00 00
2026-05-21 15:09:09.832,0x100,256,speed_kph,10.5,km/h,OK,,00 69 00 00 00 00 AA AA
2026-05-21 15:09:09.832,0x101,257,rpm,1131.0,rpm,OK,,11 AC 00 00 00 00 00 00
2026-05-21 15:09:09.833,0x102,258,temp_c,22,C,OK,,3E 00 00 00 00 00 00 00
2026-05-21 15:09:09.833,0x200,512,accel_x_g,0.256,g,OK,,01 00 00 00 36 4A 00 00
